id,game,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF,team,opp,loc,age,rookie,regpost,gs
hernc001,SLN200010050,7,2,4,4,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,SLN,ATL,1,30,0,3,0
polap001,SLN200010050,8,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SLN,ATL,1,30,0,3,0
kiled001,SLN200010050,9,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,1,30,0,3,0
chrij002,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,1,30,0,3,0
timlm001,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,1,30,0,3,0
mcgwm001,SLN200010050,9,11,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,SLN,ATL,1,30,0,3,0
morrm001,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,1,30,0,3,0
furcr001,SLN200010050,1,6,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
jonea002,SLN200010050,2,8,4,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
jonec004,SLN200010050,3,5,4,4,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
galaa001,SLN200010050,4,3,4,4,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
jordb001,SLN200010050,5,9,4,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
lopej001,SLN200010050,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
sandr002,SLN200010050,7,7,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
lockk001,SLN200010050,8,4,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
glavt001,SLN200010050,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
ashba002,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
surhb001,SLN200010050,9,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
maddg002,SLN200010050,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
burkj001,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
mulht001,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
joynw001,SLN200010050,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
ligtk001,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
remlm001,SLN200010050,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
bonib001,SLN200010050,9,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,0,30,0,3,0
furcr001,ATL200010070,1,6,4,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
jonea002,ATL200010070,2,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ATL,SLN,1,30,0,3,0
jonec004,ATL200010070,3,5,4,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
galaa001,ATL200010070,4,3,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
lopej001,ATL200010070,5,2,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,ATL,SLN,1,30,0,3,0
bakop001,ATL200010070,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
jordb001,ATL200010070,6,9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
sandr002,ATL200010070,7,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
mulht001,ATL200010070,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
ligtk001,ATL200010070,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
remlm001,ATL200010070,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
joynw001,ATL200010070,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
ashba002,ATL200010070,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
lockk001,ATL200010070,8,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
millk004,ATL200010070,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
bonib001,ATL200010070,9,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,SLN,1,30,0,3,0
vinaf001,ATL200010070,1,4,5,4,2,1,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,SLN,ATL,0,30,0,3,0
rente001,ATL200010070,2,6,5,4,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
edmoj001,ATL200010070,3,8,5,5,2,0,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
clarw001,ATL200010070,4,3,5,5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
lankr001,ATL200010070,5,7,4,3,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
hernc001,ATL200010070,6,2,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
drewj001,ATL200010070,7,9,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,SLN,ATL,0,30,0,3,0
polap001,ATL200010070,8,5,3,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
paquc001,ATL200010070,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
stepg001,ATL200010070,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
reamb001,ATL200010070,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
davie001,ATL200010070,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
jamem001,ATL200010070,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
mcgwm001,ATL200010070,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
morrm001,ATL200010070,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
vered001,ATL200010070,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,ATL,0,30,0,3,0
knobc001,NYA200010210,1,10,6,4,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,NYA,NYN,1,30,0,5,0
jeted001,NYA200010210,2,6,6,4,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
justd001,NYA200010210,3,7,5,4,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
bellc001,NYA200010210,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
hillg001,NYA200010210,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
willb002,NYA200010210,4,8,6,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NYA,NYN,1,30,0,5,0
martt002,NYA200010210,5,3,6,6,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
posaj001,NYA200010210,6,2,6,5,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,NYA,NYN,1,30,0,5,0
oneip001,NYA200010210,7,9,6,4,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,NYA,NYN,1,30,0,5,0
bross001,NYA200010210,8,5,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
polol001,NYA200010210,8,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
sojol001,NYA200010210,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
vizcj001,NYA200010210,9,4,6,6,4,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
peret004,NYA200010210,1,9,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
alfoe001,NYA200010210,2,4,6,6,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
piazm001,NYA200010210,3,10,5,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,NYN,NYA,0,30,0,5,0
zeilt001,NYA200010210,4,3,5,5,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
ventr001,NYA200010210,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
agbab001,NYA200010210,6,7,4,4,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
mcewj001,NYA200010210,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
paytj001,NYA200010210,7,8,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
pratt001,NYA200010210,8,2,5,2,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
bordm001,NYA200010210,9,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NYN,NYA,0,30,0,5,0
tramb001,NYA200010210,9,11,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
abbok002,NYA200010210,9,6,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
knobc001,NYA200010220,1,10,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
jeted001,NYA200010220,2,6,5,5,3,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
justd001,NYA200010220,3,7,5,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
bellc001,NYA200010220,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
willb002,NYA200010220,4,8,5,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NYA,NYN,1,30,0,5,0
martt002,NYA200010220,5,3,5,5,3,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
posaj001,NYA200010220,6,2,5,3,2,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,NYA,NYN,1,30,0,5,0
oneip001,NYA200010220,7,9,4,4,3,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,NYA,NYN,1,30,0,5,0
bross001,NYA200010220,8,5,4,3,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,NYA,NYN,1,30,0,5,0
vizcj001,NYA200010220,9,4,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NYA,NYN,1,30,0,5,0
peret004,NYA200010220,1,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
alfoe001,NYA200010220,2,4,4,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
piazm001,NYA200010220,3,2,4,4,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
ventr001,NYA200010220,4,5,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
zeilt001,NYA200010220,5,3,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
agbab001,NYA200010220,6,7,4,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
harrl001,NYA200010220,7,10,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
paytj001,NYA200010220,8,8,4,4,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
bordm001,NYA200010220,9,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
hamid001,NYA200010220,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
abbok002,NYA200010220,9,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,0,30,0,5,0
peret004,NYN200010240,1,9,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
alfoe001,NYN200010240,2,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
piazm001,NYN200010240,3,2,4,4,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
ventr001,NYN200010240,4,5,4,3,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
zeilt001,NYN200010240,5,3,4,4,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
agbab001,NYN200010240,6,7,4,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
mcewj001,NYN200010240,6,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
paytj001,NYN200010240,7,8,4,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
bordm001,NYN200010240,8,6,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
harrl001,NYN200010240,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
tramb001,NYN200010240,8,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NYN,NYA,1,30,0,5,0
benia001,NYN200010240,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
reedr002,NYN200010240,9,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NYN,NYA,1,30,0,5,0
hamid001,NYN200010240,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
wendt001,NYN200010240,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
cookd001,NYN200010240,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
franj001,NYN200010240,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
abbok002,NYN200010240,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
vizcj001,NYN200010240,1,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
polol001,NYN200010240,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
jeted001,NYN200010240,2,6,5,4,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
justd001,NYN200010240,3,7,5,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
willb002,NYN200010240,4,8,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
martt002,NYN200010240,5,3,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
posaj001,NYN200010240,6,2,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,NYA,NYN,0,30,0,5,0
oneip001,NYN200010240,7,9,4,4,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
bross001,NYN200010240,8,5,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
hillg001,NYN200010240,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
sojol001,NYN200010240,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
herno001,NYN200010240,9,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,NYA,NYN,0,30,0,5,0
stanm003,NYN200010240,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
knobc001,NYN200010240,9,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
peret004,NYN200010250,1,9,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
abbok002,NYN200010250,1,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
alfoe001,NYN200010250,2,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
piazm001,NYN200010250,3,2,4,4,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
zeilt001,NYN200010250,4,3,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
mcewj001,NYN200010250,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
benia001,NYN200010250,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
ventr001,NYN200010250,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
agbab001,NYN200010250,6,7,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
paytj001,NYN200010250,7,8,4,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
bordm001,NYN200010250,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
harrl001,NYN200010250,8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
franj001,NYN200010250,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
franm001,NYN200010250,8,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
joneb003,NYN200010250,9,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
ruscg001,NYN200010250,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
hamid001,NYN200010250,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
tramb001,NYN200010250,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,NYA,1,30,0,5,0
jeted001,NYN200010250,1,6,5,5,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
sojol001,NYN200010250,2,4,5,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
justd001,NYN200010250,3,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
bellc001,NYN200010250,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
willb002,NYN200010250,4,8,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
martt002,NYN200010250,5,3,4,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
oneip001,NYN200010250,6,9,4,4,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NYA,NYN,0,30,0,5,0
posaj001,NYN200010250,7,2,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NYA,NYN,0,30,0,5,0
bross001,NYN200010250,8,5,4,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,NYA,NYN,0,30,0,5,0
neagd001,NYN200010250,9,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
coned001,NYN200010250,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
cansj001,NYN200010250,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
nelsj001,NYN200010250,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYA,NYN,0,30,0,5,0
